epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4553319215774536,0.0010000000474974513,1.3571248054504395,0.7740384340286255,0.7971982955932617
1,0.5921609997749329,0.0010000000474974513,1.0740461349487305,0.692307710647583,0.8340533375740051
2,0.6348869800567627,0.0010000000474974513,0.9668963551521301,0.7836538553237915,0.6928373575210571
3,0.6652542352676392,0.0010000000474974513,0.9056490659713745,0.692307710647583,0.8353484272956848
4,0.6947386860847473,0.0010000000474974513,0.8370391726493835,0.7644230723381042,0.6933580636978149
5,0.7099223136901855,0.0010000000474974513,0.7876390218734741,0.7596153616905212,0.7046454548835754
6,0.7206920981407166,0.0010000000474974513,0.7508385181427002,0.7836538553237915,0.6361538171768188
7,0.7383474707603455,0.0010000000474974513,0.7038875818252563,0.7980769276618958,0.6252363920211792
8,0.7538841962814331,0.0010000000474974513,0.6823275685310364,0.7980769276618958,0.5898162126541138
9,0.7662429213523865,0.0010000000474974513,0.6414187550544739,0.8125,0.6015636324882507
10,0.7635946273803711,0.0010000000474974513,0.6482958793640137,0.817307710647583,0.49725955724716187
11,0.7690678238868713,0.0010000000474974513,0.63727205991745,0.807692289352417,0.5541889667510986
12,0.7784251570701599,0.0010000000474974513,0.6076267957687378,0.7980769276618958,0.5463547110557556
13,0.7900776863098145,0.0010000000474974513,0.5791740417480469,0.817307710647583,0.5633445382118225
14,0.7941384315490723,0.0010000000474974513,0.5787749290466309,0.7932692170143127,0.553029477596283
15,0.7946680784225464,0.0010000000474974513,0.5805471539497375,0.8509615659713745,0.49970415234565735
16,0.8063206076622009,0.0005000000237487257,0.5460803508758545,0.8461538553237915,0.4296620488166809
17,0.8096751570701599,0.0005000000237487257,0.543727695941925,0.8365384340286255,0.449731707572937
18,0.818149745464325,0.0005000000237487257,0.51748126745224,0.8413461446762085,0.49058547616004944
19,0.818149745464325,0.0005000000237487257,0.5190182328224182,0.8509615659713745,0.42630735039711
20,0.8236228823661804,0.0005000000237487257,0.5068442821502686,0.8557692170143127,0.43074190616607666
21,0.8230932354927063,0.0005000000237487257,0.5081909894943237,0.8653846383094788,0.4307524263858795
22,0.8259180784225464,0.0005000000237487257,0.5028035044670105,0.8653846383094788,0.4341602027416229
23,0.8183262944221497,0.0005000000237487257,0.5106586813926697,0.8461538553237915,0.44314539432525635
24,0.8298022747039795,0.0005000000237487257,0.5038207173347473,0.8461538553237915,0.43154123425483704
25,0.8350988626480103,0.0002500000118743628,0.4792254567146301,0.870192289352417,0.401960551738739
26,0.8343926668167114,0.0002500000118743628,0.47644326090812683,0.8653846383094788,0.403260201215744
27,0.8294491767883301,0.0002500000118743628,0.47646787762641907,0.870192289352417,0.4068608283996582
28,0.8328036665916443,0.0002500000118743628,0.4861198365688324,0.8653846383094788,0.4081203043460846
29,0.8361582159996033,0.0002500000118743628,0.4644447863101959,0.875,0.4078863561153412
30,0.8416313529014587,0.0002500000118743628,0.4612707495689392,0.8605769276618958,0.432153582572937
31,0.8368644118309021,0.0001250000059371814,0.46187591552734375,0.875,0.4153432846069336
32,0.8407486081123352,0.0001250000059371814,0.4675358533859253,0.8557692170143127,0.4268261194229126
33,0.8421609997749329,0.0001250000059371814,0.4527629315853119,0.8605769276618958,0.4210241138935089
34,0.84375,0.0001250000059371814,0.4532977044582367,0.8605769276618958,0.426984041929245
35,0.8439265489578247,0.0001250000059371814,0.4530908763408661,0.870192289352417,0.4186733067035675
36,0.8425140976905823,6.25000029685907e-05,0.45489636063575745,0.870192289352417,0.40403562784194946
37,0.8435734510421753,6.25000029685907e-05,0.456180602312088,0.870192289352417,0.4056375324726105
38,0.8541666865348816,6.25000029685907e-05,0.4270282983779907,0.870192289352417,0.4083727300167084
39,0.8550494313240051,6.25000029685907e-05,0.42766863107681274,0.870192289352417,0.4087369740009308
40,0.8439265489578247,6.25000029685907e-05,0.44596564769744873,0.8653846383094788,0.4137488901615143
