epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.47086864709854126,0.0020000000949949026,1.3412995338439941,0.07692307978868484,4.634709358215332
1,0.6437146663665771,0.0020000000949949026,1.0069316625595093,0.3509615361690521,2.0889360904693604
2,0.6984463334083557,0.0020000000949949026,0.8421502113342285,0.7163461446762085,0.7213593125343323
3,0.7381709218025208,0.0020000000949949026,0.7427597641944885,0.7932692170143127,0.5603659152984619
4,0.7683615684509277,0.0020000000949949026,0.6684889793395996,0.8413461446762085,0.3931477665901184
5,0.783545196056366,0.0020000000949949026,0.6086641550064087,0.7259615659713745,0.7452125549316406
6,0.8047316670417786,0.0020000000949949026,0.5592659115791321,0.7740384340286255,0.5152537226676941
7,0.8165607452392578,0.0020000000949949026,0.5333658456802368,0.7740384340286255,0.690532386302948
8,0.8234463334083557,0.0020000000949949026,0.5095550417900085,0.8413461446762085,0.4234882593154907
9,0.8342161178588867,0.0020000000949949026,0.47434931993484497,0.8317307829856873,0.43077993392944336
10,0.8626412153244019,0.0010000000474974513,0.4115432798862457,0.8509615659713745,0.37190374732017517
11,0.8592867255210876,0.0010000000474974513,0.4063089191913605,0.8461538553237915,0.3573301136493683
12,0.8670550584793091,0.0010000000474974513,0.3978055417537689,0.8221153616905212,0.5849798917770386
13,0.8649364113807678,0.0010000000474974513,0.38454216718673706,0.8461538553237915,0.3911188244819641
14,0.8755296468734741,0.0010000000474974513,0.360239177942276,0.7692307829856873,0.5874266624450684
15,0.8792372941970825,0.0010000000474974513,0.3562595248222351,0.875,0.38692528009414673
16,0.8848869800567627,0.0010000000474974513,0.34897729754447937,0.875,0.3775627017021179
17,0.8871821761131287,0.0005000000237487257,0.3303757607936859,0.8461538553237915,0.4199688136577606
18,0.8940678238868713,0.0005000000237487257,0.3215443193912506,0.8846153616905212,0.2638222575187683
19,0.8937146663665771,0.0005000000237487257,0.3180170953273773,0.8942307829856873,0.2937259376049042
20,0.8937146663665771,0.0005000000237487257,0.3046458959579468,0.870192289352417,0.3172716796398163
21,0.9036017060279846,0.0005000000237487257,0.2958493232727051,0.9134615659713745,0.2555103600025177
22,0.8997175097465515,0.0005000000237487257,0.3029747009277344,0.879807710647583,0.35430780053138733
23,0.902895450592041,0.0005000000237487257,0.29168397188186646,0.8894230723381042,0.2728784382343292
24,0.898834764957428,0.0005000000237487257,0.28919246792793274,0.9038461446762085,0.2566871643066406
25,0.8993644118309021,0.0005000000237487257,0.2897687256336212,0.8846153616905212,0.31395334005355835
26,0.9064265489578247,0.0005000000237487257,0.27970919013023376,0.8269230723381042,0.4195987284183502
27,0.9066030979156494,0.0002500000118743628,0.27690455317497253,0.875,0.3544695973396301
28,0.9087217450141907,0.0002500000118743628,0.2667107582092285,0.8894230723381042,0.32661736011505127
29,0.9110169410705566,0.0002500000118743628,0.2664034962654114,0.8605769276618958,0.31603023409843445
30,0.908545196056366,0.0002500000118743628,0.272411584854126,0.9182692170143127,0.283319890499115
31,0.9111934900283813,0.0002500000118743628,0.2623614966869354,0.9038461446762085,0.2699563205242157
32,0.9154307842254639,0.0001250000059371814,0.2618299126625061,0.9134615659713745,0.2256818562746048
33,0.913665235042572,0.0001250000059371814,0.25513696670532227,0.875,0.31906846165657043
34,0.9122528433799744,0.0001250000059371814,0.2629527151584625,0.8846153616905212,0.29038771986961365
35,0.9201977252960205,0.0001250000059371814,0.25064730644226074,0.8990384340286255,0.22635164856910706
36,0.9092513918876648,0.0001250000059371814,0.2682376205921173,0.9086538553237915,0.24209219217300415
37,0.9154307842254639,0.0001250000059371814,0.24963904917240143,0.9038461446762085,0.22984281182289124
38,0.9217867255210876,6.25000029685907e-05,0.2471821904182434,0.9230769276618958,0.234454944729805
39,0.9179025292396545,6.25000029685907e-05,0.24902477860450745,0.9182692170143127,0.22674360871315002
40,0.9120762944221497,6.25000029685907e-05,0.26069071888923645,0.9230769276618958,0.22476211190223694
41,0.9156073331832886,6.25000029685907e-05,0.2536671757698059,0.9134615659713745,0.23337295651435852
42,0.9233757257461548,6.25000029685907e-05,0.23789259791374207,0.9230769276618958,0.22842533886432648
43,0.9156073331832886,6.25000029685907e-05,0.24035553634166718,0.9086538553237915,0.2378731518983841
44,0.9180790781974792,6.25000029685907e-05,0.2478051632642746,0.9086538553237915,0.2234800159931183
45,0.9164901375770569,6.25000029685907e-05,0.25233888626098633,0.9182692170143127,0.24540583789348602
46,0.9163135886192322,6.25000029685907e-05,0.25001004338264465,0.9134615659713745,0.24113145470619202
47,0.9203742742538452,6.25000029685907e-05,0.24266356229782104,0.8990384340286255,0.23472537100315094
48,0.919314980506897,6.25000029685907e-05,0.24366454780101776,0.9086538553237915,0.23409122228622437
49,0.9219632744789124,6.25000029685907e-05,0.23678715527057648,0.9182692170143127,0.22269639372825623
50,0.9223163723945618,6.25000029685907e-05,0.24047860503196716,0.9182692170143127,0.25110647082328796
51,0.9230226278305054,6.25000029685907e-05,0.2321835309267044,0.9038461446762085,0.22743003070354462
52,0.9217867255210876,6.25000029685907e-05,0.2381887435913086,0.9086538553237915,0.234929159283638
53,0.9209039807319641,6.25000029685907e-05,0.2374773621559143,0.9182692170143127,0.2453780472278595
54,0.9205508232116699,6.25000029685907e-05,0.23521745204925537,0.9182692170143127,0.24690164625644684
55,0.9270833134651184,3.125000148429535e-05,0.2305562049150467,0.9230769276618958,0.2336614429950714
56,0.9216101765632629,3.125000148429535e-05,0.24076315760612488,0.9182692170143127,0.22241558134555817
57,0.9166666865348816,3.125000148429535e-05,0.2494673877954483,0.9182692170143127,0.2248803973197937
58,0.9233757257461548,3.125000148429535e-05,0.23558774590492249,0.9182692170143127,0.22497066855430603
59,0.9216101765632629,3.125000148429535e-05,0.2429123818874359,0.9086538553237915,0.2287740707397461
60,0.9196680784225464,3.125000148429535e-05,0.23806370794773102,0.9182692170143127,0.23410473763942719
61,0.9184321761131287,3.125000148429535e-05,0.23550836741924286,0.9182692170143127,0.22244077920913696
62,0.9198446273803711,1.5625000742147677e-05,0.23874321579933167,0.9134615659713745,0.22790929675102234
63,0.917019784450531,1.5625000742147677e-05,0.24645021557807922,0.9086538553237915,0.2252899557352066
64,0.9247881174087524,1.5625000742147677e-05,0.23038138449192047,0.9182692170143127,0.22197052836418152
65,0.9240819215774536,1.5625000742147677e-05,0.23689930140972137,0.9086538553237915,0.22992055118083954
66,0.9196680784225464,1.5625000742147677e-05,0.24133272469043732,0.9182692170143127,0.22858667373657227
67,0.9251412153244019,1.5625000742147677e-05,0.23407910764217377,0.9134615659713745,0.22911164164543152
68,0.9189618825912476,1.5625000742147677e-05,0.24032887816429138,0.9182692170143127,0.22149859368801117
69,0.9270833134651184,1.5625000742147677e-05,0.22434142231941223,0.9134615659713745,0.2190205454826355
70,0.9212570786476135,1.5625000742147677e-05,0.23289495706558228,0.9182692170143127,0.2309928685426712
71,0.9221398234367371,1.5625000742147677e-05,0.23683160543441772,0.9134615659713745,0.22594721615314484
72,0.9293785095214844,1.5625000742147677e-05,0.22763173282146454,0.9086538553237915,0.22223415970802307
73,0.9242584705352783,1.5625000742147677e-05,0.2369478940963745,0.9134615659713745,0.22000202536582947
74,0.9276130199432373,1.5625000742147677e-05,0.2248029112815857,0.9086538553237915,0.2231168895959854
75,0.9246115684509277,7.812500371073838e-06,0.23162497580051422,0.9182692170143127,0.22263243794441223
76,0.9191384315490723,7.812500371073838e-06,0.2354465276002884,0.9134615659713745,0.22179970145225525
77,0.9270833134651184,7.812500371073838e-06,0.22701412439346313,0.9134615659713745,0.22500944137573242
78,0.9299082159996033,7.812500371073838e-06,0.2294207066297531,0.9134615659713745,0.2287532240152359
79,0.9256709218025208,7.812500371073838e-06,0.23245474696159363,0.9134615659713745,0.22686657309532166
80,0.9233757257461548,3.906250185536919e-06,0.23213137686252594,0.9134615659713745,0.22482088208198547
81,0.9200211763381958,3.906250185536919e-06,0.23980897665023804,0.9134615659713745,0.22379234433174133
82,0.9260240197181702,3.906250185536919e-06,0.22501571476459503,0.9134615659713745,0.2247769683599472
83,0.9258474707603455,3.906250185536919e-06,0.22394683957099915,0.9134615659713745,0.2241278737783432
84,0.9309675097465515,3.906250185536919e-06,0.22454534471035004,0.9134615659713745,0.2258613109588623
